t,x,dxdt,method
9.0,4.78839,dx/dt = sin(t) + t*cos(t),minpoint
9.5,0.32079,dx/dt = sin(t) + t*cos(t),minpoint
10.0,-4.45842,dx/dt = sin(t) + t*cos(t),minpoint
0.0,1.00000,dx/dt = sin(t) + t*cos(t),rk4
0.5,1.23973,dx/dt = sin(t) + t*cos(t),rk4
1.0,1.84153,dx/dt = sin(t) + t*cos(t),rk4
1.5,2.49636,dx/dt = sin(t) + t*cos(t),rk4
2.0,2.81876,dx/dt = sin(t) + t*cos(t),rk4
2.5,2.49637,dx/dt = sin(t) + t*cos(t),rk4
3.0,1.42354,dx/dt = sin(t) + t*cos(t),rk4
3.5,-0.22760,dx/dt = sin(t) + t*cos(t),rk4
4.0,-2.02713,dx/dt = sin(t) + t*cos(t),rk4
4.5,-3.39888,dx/dt = sin(t) + t*cos(t),rk4
5.0,-3.79466,dx/dt = sin(t) + t*cos(t),rk4
5.5,-2.88053,dx/dt = sin(t) + t*cos(t),rk4
6.0,-0.67653,dx/dt = sin(t) + t*cos(t),rk4
6.5,2.39831,dx/dt = sin(t) + t*cos(t),rk4
7.0,5.59903,dx/dt = sin(t) + t*cos(t),rk4
7.5,8.03521,dx/dt = sin(t) + t*cos(t),rk4
8.0,8.91514,dx/dt = sin(t) + t*cos(t),rk4
8.5,7.78743,dx/dt = sin(t) + t*cos(t),rk4
9.0,4.70932,dx/dt = sin(t) + t*cos(t),rk4
9.5,0.28622,dx/dt = sin(t) + t*cos(t),rk4
10.0,-4.44017,dx/dt = sin(t) + t*cos(t),rk4
0.0,1.00000,dx/dt = sin(t) + t*cos(t),heun
0.5,1.22955,dx/dt = sin(t) + t*cos(t),heun
1.0,1.80455,dx/dt = sin(t) + t*cos(t),heun
1.5,2.42590,dx/dt = sin(t) + t*cos(t),heun
2.0,2.72105,dx/dt = sin(t) + t*cos(t),heun
2.5,2.38920,dx/dt = sin(t) + t*cos(t),heun
3.0,1.33089,dx/dt = sin(t) + t*cos(t),heun
3.5,-0.28342,dx/dt = sin(t) + t*cos(t),heun
4.0,-2.03336,dx/dt = sin(t) + t*cos(t),heun
4.5,-3.35773,dx/dt = sin(t) + t*cos(t),heun
5.0,-3.72441,dx/dt = sin(t) + t*cos(t),heun
5.5,-2.81153,dx/dt = sin(t) + t*cos(t),heun
6.0,-0.64309,dx/dt = sin(t) + t*cos(t),heun
6.5,2.36804,dx/dt = sin(t) + t*cos(t),heun
7.0,5.49235,dx/dt = sin(t) + t*cos(t),heun
7.5,7.86037,dx/dt = sin(t) + t*cos(t),heun
8.0,8.70115,dx/dt = sin(t) + t*cos(t),heun
8.5,7.57784,dx/dt = sin(t) + t*cos(t),heun
9.0,4.55117,dx/dt = sin(t) + t*cos(t),heun
9.5,0.21709,dx/dt = sin(t) + t*cos(t),heun
10.0,-4.40367,dx/dt = sin(t) + t*cos(t),heun
